,,,,,,,Daily Price Arrival Report-07-11-2025 to 08-02-2026 for Gujarat,,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,000.00","15,000.00","12,925.00",Rs./Quintal,20.60,Metric Tonnes,21-11-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"8,000.00","27,650.00","17,925.00",Rs./Quintal,94.90,Metric Tonnes,21-01-2026
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,500.00","14,025.00","13,230.00",Rs./Quintal,17.30,Metric Tonnes,20-12-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,125.00","14,000.00","12,125.00",Rs./Quintal,14.20,Metric Tonnes,20-11-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"9,700.00","25,500.00","17,325.00",Rs./Quintal,70.40,Metric Tonnes,20-01-2026
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,500.00","18,000.00","12,925.00",Rs./Quintal,13.60,Metric Tonnes,19-12-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,250.00","16,025.00","12,230.00",Rs./Quintal,24.30,Metric Tonnes,19-11-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"8,500.00","27,525.00","18,325.00",Rs./Quintal,55.80,Metric Tonnes,19-01-2026
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,000.00","15,500.00","12,925.00",Rs./Quintal,44.80,Metric Tonnes,18-12-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"6,500.00","12,750.00","10,325.00",Rs./Quintal,19.60,Metric Tonnes,18-11-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,500.00","16,500.00","13,525.00",Rs./Quintal,45.60,Metric Tonnes,17-12-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,500.00","14,950.00","12,325.00",Rs./Quintal,30.50,Metric Tonnes,17-11-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"8,250.00","27,500.00","17,325.00",Rs./Quintal,47.40,Metric Tonnes,17-01-2026
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,500.00","16,800.00","13,725.00",Rs./Quintal,43.90,Metric Tonnes,16-12-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"6,000.00","24,000.00","16,125.00",Rs./Quintal,81.30,Metric Tonnes,16-01-2026
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,500.00","16,750.00","13,125.00",Rs./Quintal,24.40,Metric Tonnes,15-12-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"6,000.00","16,500.00","12,375.00",Rs./Quintal,17.50,Metric Tonnes,15-11-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,000.00","22,500.00","15,325.00",Rs./Quintal,54.10,Metric Tonnes,15-01-2026
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,750.00","16,300.00","12,925.00",Rs./Quintal,16.40,Metric Tonnes,13-12-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"5,000.00","16,775.00","11,725.00",Rs./Quintal,38.70,Metric Tonnes,13-11-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,000.00","21,350.00","15,325.00",Rs./Quintal,39.50,Metric Tonnes,13-01-2026
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,500.00","13,750.00","11,180.00",Rs./Quintal,13.80,Metric Tonnes,12-12-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"6,000.00","11,725.00","9,925.00",Rs./Quintal,20.90,Metric Tonnes,12-11-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,500.00","22,675.00","15,825.00",Rs./Quintal,34.40,Metric Tonnes,12-01-2026
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"6,500.00","15,200.00","11,325.00",Rs./Quintal,25.90,Metric Tonnes,11-12-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,000.00","15,650.00","12,675.00",Rs./Quintal,23.40,Metric Tonnes,11-11-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,500.00","13,525.00","11,925.00",Rs./Quintal,10.30,Metric Tonnes,10-12-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"6,350.00","16,075.00","14,525.00",Rs./Quintal,28.90,Metric Tonnes,10-11-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,000.00","17,100.00","12,665.00",Rs./Quintal,33.90,Metric Tonnes,09-12-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"6,425.00","13,800.00","10,225.00",Rs./Quintal,13.90,Metric Tonnes,08-12-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"6,500.00","22,625.00","14,925.00",Rs./Quintal,33.70,Metric Tonnes,08-01-2026
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"9,000.00","21,850.00","14,985.00",Rs./Quintal,36.00,Metric Tonnes,07-01-2026
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"8,250.00","16,100.00","12,775.00",Rs./Quintal,18.00,Metric Tonnes,06-12-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,500.00","25,500.00","17,925.00",Rs./Quintal,53.00,Metric Tonnes,06-02-2026
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"5,650.00","19,800.00","13,825.00",Rs./Quintal,40.90,Metric Tonnes,06-01-2026
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"6,500.00","17,500.00","12,925.00",Rs./Quintal,13.20,Metric Tonnes,05-12-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"8,900.00","28,500.00","19,375.00",Rs./Quintal,75.50,Metric Tonnes,05-02-2026
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"5,000.00","19,425.00","14,325.00",Rs./Quintal,25.60,Metric Tonnes,05-01-2026
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,500.00","12,250.00","10,795.00",Rs./Quintal,16.20,Metric Tonnes,04-12-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"9,200.00","27,500.00","18,895.00",Rs./Quintal,60.50,Metric Tonnes,04-02-2026
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,000.00","16,325.00","13,650.00",Rs./Quintal,13.00,Metric Tonnes,03-12-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,500.00","28,075.00","18,925.00",Rs./Quintal,71.50,Metric Tonnes,03-02-2026
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,100.00","23,500.00","14,725.00",Rs./Quintal,40.50,Metric Tonnes,03-01-2026
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"5,000.00","17,125.00","12,665.00",Rs./Quintal,43.50,Metric Tonnes,02-12-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"9,000.00","26,625.00","18,925.00",Rs./Quintal,55.80,Metric Tonnes,02-02-2026
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,000.00","21,625.00","14,525.00",Rs./Quintal,25.30,Metric Tonnes,02-01-2026
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"7,000.00","14,575.00","12,525.00",Rs./Quintal,12.90,Metric Tonnes,01-12-2025
Gujarat,Jamnagar,Jamnagar APMC,Spices,Ajwan,Other,Local,"6,500.00","19,000.00","13,675.00",Rs./Quintal,31.20,Metric Tonnes,01-01-2026
Gujarat,Kachchh,Rapar APMC,Spices,Ajwan,Ajwan,Local,"6,805.00","6,805.00","6,805.00",Rs./Quintal,0.30,Metric Tonnes,20-12-2025
Gujarat,Kachchh,Rapar APMC,Spices,Ajwan,Ajwan,Local,"6,555.00","7,255.00","6,905.00",Rs./Quintal,0.10,Metric Tonnes,14-11-2025
