sl_no,state,district,district_code,crop,season,sowing_period,harvesting_period
3005.0,UP,Bulandshahr,142,Maize,Kharif,May June,Sept.Oct.
3006.0,UP,Bulandshahr,142,Jowar,Kharif,June July,Oct. Nov.
3007.0,UP,Bulandshahr,142,Bajra,Kharif,July Aug.,Oct. Nov.
3008.0,UP,Bulandshahr,142,Urd,Kharif,July Aug.,Oct. Oct.
3009.0,UP,Bulandshahr,142,Mung,Kharif,July Aug.,Oct. Oct.
3010.0,UP,Bulandshahr,142,Arhar,Kharif,May June,Nov.Dec.
3011.0,UP,Bulandshahr,142,Groundnut,Kharif,00/01/1900 00/01/1900,0001190000011900
3012.0,UP,Bulandshahr,142,Soybean,Kharif,00/01/1900 00/01/1900,0001190000011900
3013.0,UP,Bulandshahr,142,Til,Kharif,00/01/1900 00/01/1900,0001190000011900
3014.0,UP,Bulandshahr,142,Other crop-specify,Kharif,00/01/1900 00/01/1900,0001190000011900
3015.0,UP,Bulandshahr,142,Wheat,Rabi,Nov. Dec.,AprilApril
3016.0,UP,Bulandshahr,142,Barley,Rabi,Oct Nov,MarchApril
3017.0,UP,Bulandshahr,142,Rabi Maize,Rabi,00/01/1900 00/01/1900,0001190000011900
3018.0,UP,Bulandshahr,142,Rape seed & Mustard,Rabi,Sept. Oct.,Feb. March
3019.0,UP,Bulandshahr,142,Toria,Rabi,Aug. Sep.,Dec. Jan.
3020.0,UP,Bulandshahr,142,Linseed,Rabi,00/01/1900 00/01/1900,0001190000011900
3021.0,UP,Bulandshahr,142,Lentil,Rabi,Oct. Nov.,MarchApril
3022.0,UP,Bulandshahr,142,Field Pea,Rabi,Oct. Nov.,MarchApril
3023.0,UP,Bulandshahr,142,Gram,Rabi,00/01/1900 00/01/1900,0001190000011900
3024.0,UP,Bulandshahr,142,Rajmash,Rabi,00/01/1900 00/01/1900,0001190000011900
3025.0,UP,Bulandshahr,142,Other crop-specify,Rabi,00/01/1900 00/01/1900,0001190000011900
3026.0,UP,Bulandshahr,142,Potato,Rabi,Oct. Nov.,FebMarch
3027.0,UP,Bulandshahr,142,Maize,Summer/ Zaid,Feb March,MayJune
3028.0,UP,Bulandshahr,142,Bajra,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3029.0,UP,Bulandshahr,142,Mung,Summer/ Zaid,Feb March,MayJune
3030.0,UP,Bulandshahr,142,Urd,Summer/ Zaid,Feb March,MayJune
3031.0,UP,Bulandshahr,142,Sunflower,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3032.0,UP,Bulandshahr,142,Cotton,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3033.0,UP,Bulandshahr,142,Zaid Paddy,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3034.0,UP,Bulandshahr,142,Chena Sawan,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3035.0,UP,Bulandshahr,142,Groundnut,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3036.0,UP,Bulandshahr,142,Other crop-specify,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3037.0,UP,Chitrakoot,171,Paddy,Kharif,01/07/2018 07252018,1 Oct.25 Nov.
3038.0,UP,Chitrakoot,171,Maize,Kharif,10/07/2018 07202018,10 Oct.25 Oct.
3039.0,UP,Chitrakoot,171,Jowar,Kharif,05/07/2018 07252018,25 Nov.15 Dec.
3040.0,UP,Chitrakoot,171,Bajra,Kharif,25/07/2018 20 Aug.,25 Oct.10 Nov.
3041.0,UP,Chitrakoot,171,Urd,Kharif,01/07/2018 07152018,10 Oct.10 Nov.
3042.0,UP,Chitrakoot,171,Mung,Kharif,05/07/2018 07252018,30 Sept.15 Oct.
3043.0,UP,Chitrakoot,171,Arhar,Kharif,10/07/2018 20 Aug.,15 Mar.30032018
3044.0,UP,Chitrakoot,171,Groundnut,Kharif,- -,--
3045.0,UP,Chitrakoot,171,Soybean,Kharif,- -,--
3046.0,UP,Chitrakoot,171,Til,Kharif,30/06/2018 07152018,30 Sept.20 Oct.
3047.0,UP,Chitrakoot,171,Other crop-specify,Kharif,00/01/1900 00/01/1900,0001190000011900
3048.0,UP,Chitrakoot,171,Wheat,Rabi,10 Nov. 25 Dec.,15 Mar.15 Apr.
3049.0,UP,Chitrakoot,171,Barley,Rabi,10 Nov. 25 Dec.,15 Mar.15 Apr.
3050.0,UP,Chitrakoot,171,Rabi Maize,Rabi,- -,--
3051.0,UP,Chitrakoot,171,Rape seed & Mustard,Rabi,10 Oct. 15 Dec.,25 Feb.30 Mar.
3052.0,UP,Chitrakoot,171,Toria,Rabi,15 Sept. 5 Oct.,5 Dec.20 Dec.
3053.0,UP,Chitrakoot,171,Linseed,Rabi,10 Oct. 15 Dec.,25 Feb.30 Mar.
3054.0,UP,Chitrakoot,171,Lentil,Rabi,10 Oct. 15 Dec.,25 Feb.30 Mar.
3055.0,UP,Chitrakoot,171,Field Pea,Rabi,10 Oct. 15 Dec.,25 Feb.30 Mar.
3056.0,UP,Chitrakoot,171,Gram,Rabi,10 Oct. 15 Dec.,25 Feb.30 Mar.
3057.0,UP,Chitrakoot,171,Rajmash,Rabi,- -,--
3058.0,UP,Chitrakoot,171,Other crop-specify,Rabi,- -,--
3059.0,UP,Chitrakoot,171,Maize,Summer/ Zaid,- -,--
3060.0,UP,Chitrakoot,171,Bajra,Summer/ Zaid,- -,--
3061.0,UP,Chitrakoot,171,Mung,Summer/ Zaid,10 Mar. 10 Apr.,0106201815062018
3062.0,UP,Chitrakoot,171,Urd,Summer/ Zaid,1 Mar. 30 Mar.,0106201815062018
3063.0,UP,Chitrakoot,171,Sunflower,Summer/ Zaid,- -,--
3064.0,UP,Chitrakoot,171,Cotton,Summer/ Zaid,- -,--
3065.0,UP,Chitrakoot,171,Zaid Paddy,Summer/ Zaid,- -,--
3066.0,UP,Chitrakoot,171,Chena Sawan,Summer/ Zaid,- -,--
3067.0,UP,Chitrakoot,171,Groundnut,Summer/ Zaid,- -,--
3068.0,UP,Chitrakoot,171,Other crop-specify,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3069.0,UP,Saharanpur,132,Paddy,Kharif,20/06/2018 07202018,25 Sep.05112018
3070.0,UP,Saharanpur,132,Maize,Kharif,15/06/2018 07152018,15 Sep.15 Oct.
3071.0,UP,Saharanpur,132,Jowar,Kharif,June 07202018,10Sep.10 Oct.
3072.0,UP,Saharanpur,132,Bajra,Kharif,June 07202018,25Aug.20 Sep.
3073.0,UP,Saharanpur,132,Urd,Kharif,25/07/2018 4Aug.,2010201830Oct.
3074.0,UP,Saharanpur,132,Mung,Kharif,20/07/2018 07302018,10sep.25Sep.
3075.0,UP,Saharanpur,132,Arhar,Kharif,- -,--
3076.0,UP,Saharanpur,132,Groundnut,Kharif,01/06/2018 06302018,25sep.5Oct.
3077.0,UP,Saharanpur,132,Soybean,Kharif,- -,--
3078.0,UP,Saharanpur,132,Til,Kharif,- -,--
3079.0,UP,Saharanpur,132,Other crop-specify,Kharif,00/01/1900 00/01/1900,0001190000011900
3080.0,UP,Saharanpur,132,Wheat,Rabi,Nov 20Dec.,0504201830042018
3081.0,UP,Saharanpur,132,Barley,Rabi,Nov 20Dec.,2503201818042018
3082.0,UP,Saharanpur,132,Rabi Maize,Rabi,5Oct. 10302018,0001190000011900
3083.0,UP,Saharanpur,132,Rape seed & Mustard,Rabi,10 Oct. 10302018,1503201825032018
3084.0,UP,Saharanpur,132,Toria,Rabi,10 Aug. 30Aug.,1 Oct.10 Oct.
3085.0,UP,Saharanpur,132,Linseed,Rabi,- -,--
3086.0,UP,Saharanpur,132,Lentil,Rabi,15 Oct. 10Nov.,2203201805042018
3087.0,UP,Saharanpur,132,Field Pea,Rabi,- -,--
3088.0,UP,Saharanpur,132,Gram,Rabi,- -,--
3089.0,UP,Saharanpur,132,Rajmash,Rabi,- -,--
3090.0,UP,Saharanpur,132,Other crop-specify,Rabi,- -,--
3091.0,UP,Saharanpur,132,Maize,Summer/ Zaid,15Feb. 25 Feb.,2005201810062018
3092.0,UP,Saharanpur,132,Bajra,Summer/ Zaid,15Feb. 10 March.,2005201820062018
3093.0,UP,Saharanpur,132,Mung,Summer/ Zaid,25Feb. 15 March.,2005201810062018
3094.0,UP,Saharanpur,132,Urd,Summer/ Zaid,15Feb. 10March.,2005201810062018
3095.0,UP,Saharanpur,132,Sunflower,Summer/ Zaid,- -,--
3096.0,UP,Saharanpur,132,Cotton,Summer/ Zaid,- -,--
3097.0,UP,Saharanpur,132,Zaid Paddy,Summer/ Zaid,- -,--
3098.0,UP,Saharanpur,132,Chena Sawan,Summer/ Zaid,- -,--
3099.0,UP,Saharanpur,132,Groundnut,Summer/ Zaid,10Feb. 25Feb.,0106201812062018
3100.0,UP,Saharanpur,132,Other crop-specify,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3101.0,UP,Ghazipur,195,Paddy,Kharif,15th June 15th July,15th October25th November
3102.0,UP,Ghazipur,195,Maize,Kharif,00/01/1900 00/01/1900,0001190000011900
3103.0,UP,Ghazipur,195,Jowar,Kharif,15th June 15th July,15th October30th October
3104.0,UP,Ghazipur,195,Bajra,Kharif,15th June 15th July,15th October30th October
3105.0,UP,Ghazipur,195,Urd,Kharif,20th June 10th July,20th September30th September
3106.0,UP,Ghazipur,195,Mung,Kharif,20th June 10th July,20th September30th September
3107.0,UP,Ghazipur,195,Arhar,Kharif,25th June 15th July,25th March10th April
3108.0,UP,Ghazipur,195,Groundnut,Kharif,00/01/1900 00/01/1900,0001190000011900
3109.0,UP,Ghazipur,195,Soybean,Kharif,00/01/1900 00/01/1900,0001190000011900
3110.0,UP,Ghazipur,195,Til,Kharif,00/01/1900 00/01/1900,0001190000011900
3111.0,UP,Ghazipur,195,Other crop-specify,Kharif,00/01/1900 00/01/1900,0001190000011900
3112.0,UP,Ghazipur,195,Wheat,Rabi,15th November 25th December,10th April20th April
3113.0,UP,Ghazipur,195,Barley,Rabi,5th November 25th November,25th March10th April
3114.0,UP,Ghazipur,195,Rabi Maize,Rabi,00/01/1900 00/01/1900,0001190000011900
3115.0,UP,Ghazipur,195,Rape seed & Mustard,Rabi,25th October 25th November,25th March5th April
3116.0,UP,Ghazipur,195,Toria,Rabi,10th September 25th September,10th December20th December
3117.0,UP,Ghazipur,195,Linseed,Rabi,00/01/1900 00/01/1900,0001190000011900
3118.0,UP,Ghazipur,195,Lentil,Rabi,15th October 15th November,20th March30th March
3119.0,UP,Ghazipur,195,Field Pea,Rabi,15th October 15th November,20th March30th March
3120.0,UP,Ghazipur,195,Gram,Rabi,15th October 20th November,25th March05th April
3121.0,UP,Ghazipur,195,Rajmash,Rabi,00/01/1900 00/01/1900,0001190000011900
3122.0,UP,Ghazipur,195,Other crop-specify,Rabi,00/01/1900 00/01/1900,0001190000011900
3123.0,UP,Ghazipur,195,Maize,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3124.0,UP,Ghazipur,195,Bajra,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3125.0,UP,Ghazipur,195,Mung,Summer/ Zaid,25th February 25th March,15th May15th June
3126.0,UP,Ghazipur,195,Urd,Summer/ Zaid,25th February 25th March,15th May15th June
3127.0,UP,Ghazipur,195,Sunflower,Summer/ Zaid,25th February 20th March,15th May10th June
3128.0,UP,Ghazipur,195,Cotton,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3129.0,UP,Ghazipur,195,Zaid Paddy,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3130.0,UP,Ghazipur,195,Chena Sawan,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3131.0,UP,Ghazipur,195,Groundnut,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3132.0,UP,Ghazipur,195,Other crop-specify,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3133.0,UP,Jalaun,165,Paddy,Kharif,May July,OctNov
3134.0,UP,Jalaun,165,Maize,Kharif,- -,--
3135.0,UP,Jalaun,165,Jowar,Kharif,June July,OctNov
3136.0,UP,Jalaun,165,Bajra,Kharif,July Aug,SeptNov
3137.0,UP,Jalaun,165,Urd,Kharif,June July,SeptOct
3138.0,UP,Jalaun,165,Mung,Kharif,June July,SeptOct
3139.0,UP,Jalaun,165,Arhar,Kharif,June July,March April
3140.0,UP,Jalaun,165,Groundnut,Kharif,June July,OctNov
3141.0,UP,Jalaun,165,Soybean,Kharif,June July,OctNov
3142.0,UP,Jalaun,165,Til,Kharif,June July,SeptOct
3143.0,UP,Jalaun,165,Other crop-specify,Kharif,- -,--
3144.0,UP,Jalaun,165,Wheat,Rabi,Oct Nov,MarchApril
3145.0,UP,Jalaun,165,Barley,Rabi,Oct Nov,MarchApril
3146.0,UP,Jalaun,165,Rabi Maize,Rabi,- -,--
3147.0,UP,Jalaun,165,Rape seed & Mustard,Rabi,Oct Nov,FebMarch
3148.0,UP,Jalaun,165,Toria,Rabi,- -,--
3149.0,UP,Jalaun,165,Linseed,Rabi,Oct Nov,FebMarch
3150.0,UP,Jalaun,165,Lentil,Rabi,Oct Nov,FebMarch
3151.0,UP,Jalaun,165,Field Pea,Rabi,- -,--
3152.0,UP,Jalaun,165,Gram,Rabi,Oct Nov,MarchApril
3153.0,UP,Jalaun,165,Rajmash,Rabi,- -,--
3154.0,UP,Jalaun,165,Other crop-specify,Rabi,00/01/1900 00/01/1900,0001190000011900
3155.0,UP,Jalaun,165,Maize,Summer/ Zaid,- -,--
3156.0,UP,Jalaun,165,Bajra,Summer/ Zaid,- -,--
3157.0,UP,Jalaun,165,Mung,Summer/ Zaid,March April,June July
3158.0,UP,Jalaun,165,Urd,Summer/ Zaid,Feb March,JuneJuly
3159.0,UP,Jalaun,165,Sunflower,Summer/ Zaid,- -,--
3160.0,UP,Jalaun,165,Cotton,Summer/ Zaid,- -,--
3161.0,UP,Jalaun,165,Zaid Paddy,Summer/ Zaid,- -,--
3162.0,UP,Jalaun,165,Chena Sawan,Summer/ Zaid,- -,--
3163.0,UP,Jalaun,165,Groundnut,Summer/ Zaid,- -,--
3164.0,UP,Jalaun,165,Other crop-specify,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3165.0,UP,Jhansi,166,Mung,Kharif,1st week of July Last week of July,Last week of September1st week of October
3166.0,UP,Jhansi,166,Urd,Kharif,1st week of July Last week of July,Last week of September1st week of October
3167.0,UP,Jhansi,166,Groundnut,Kharif,1st Fortnight of June 1st Fortnight of July,1st Fortnight of October1st Fortnight of November
3168.0,UP,Jhansi,166,Til,Kharif,1st Fortnight of July 2nd Fortnight of July,1st Fortnight of October1st Fortnight of November
3170.0,UP,Jhansi,166,Rabi Crop,Kharif,00/01/1900 00/01/1900,0001190000011900
3171.0,UP,Jhansi,166,Wheat,Kharif,"2nd Fortnight of November 1st Fortnight of
December",Last week of March1st week of April
3172.0,UP,Jhansi,166,Rapeseed & Mustard,Kharif,1st week of October 1st week of November,Last week of FebruaryLast week of March
3173.0,UP,Jhansi,166,Field Pea,Kharif,1st week of November Last week of November,1st week of MarchLast week of March
3174.0,UP,Jhansi,166,Gram,Kharif,1st Fortnight of October 1st Fortnight of November,2nd Fortnight of February1st Fortnight of March
3175.0,UP,Kaushambi,174,Paddy,Kharif,June July,NovemberDecember
3176.0,UP,Kaushambi,174,Maize,Kharif,July August,SeptemberOctober
3177.0,UP,Kaushambi,174,Jowar,Kharif,July August,SeptemberOctober
3178.0,UP,Kaushambi,174,Bajra,Kharif,July August,SeptemberOctober
3179.0,UP,Kaushambi,174,Urd,Kharif,July August,SeptemberOctober
3180.0,UP,Kaushambi,174,Mung,Kharif,July August,SeptemberOctober
3181.0,UP,Kaushambi,174,Arhar,Kharif,June July,MarchApril
3182.0,UP,Kaushambi,174,Groundnut,Kharif,00/01/1900 00/01/1900,0001190000011900
3183.0,UP,Kaushambi,174,Soybean,Kharif,00/01/1900 00/01/1900,0001190000011900
3184.0,UP,Kaushambi,174,Til,Kharif,June July,SeptemberOctober
3185.0,UP,Kaushambi,174,Other crop-specify,Kharif,00/01/1900 00/01/1900,0001190000011900
3188.0,UP,Kaushambi,174,Wheat,Rabi,November December,MarchApril
3189.0,UP,Kaushambi,174,Barley,Rabi,October November,MarchApril
3190.0,UP,Kaushambi,174,Rabi Maize,Rabi,October November,AprilMay
3191.0,UP,Kaushambi,174,Rape seed & Mustard,Rabi,October November,March-
3192.0,UP,Kaushambi,174,Toria,Rabi,August September,December-
3193.0,UP,Kaushambi,174,Linseed,Rabi,October November,MarchApril
3194.0,UP,Kaushambi,174,Lentil,Rabi,October November,MarchApril
3195.0,UP,Kaushambi,174,Field Pea,Rabi,October November,MarchApril
3196.0,UP,Kaushambi,174,Gram,Rabi,October November,MarchApril
3197.0,UP,Kaushambi,174,Rajmash,Rabi,00/01/1900 00/01/1900,0001190000011900
3198.0,UP,Kaushambi,174,Other crop-specify,Rabi,00/01/1900 00/01/1900,0001190000011900
3199.0,UP,Kaushambi,174,Maize,Summer/ Zaid,February March,JuneJuly
3200.0,UP,Kaushambi,174,Bajra,Summer/ Zaid,February March,July-
3201.0,UP,Kaushambi,174,Mung,Summer/ Zaid,March April,June-
3202.0,UP,Kaushambi,174,Urd,Summer/ Zaid,March April,June-
3203.0,UP,Kaushambi,174,Sunflower,Summer/ Zaid,February March,JuneJuly
3204.0,UP,Kaushambi,174,Cotton,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3205.0,UP,Kaushambi,174,Zaid Paddy,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3206.0,UP,Kaushambi,174,Chena Sawan,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3207.0,UP,Kaushambi,174,Groundnut,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3208.0,UP,Kaushambi,174,Other crop-specify,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3209.0,UP,Lalitpur,167,Paddy,Kharif,3rd week of June Last week of July,Last week of October 2nd Week of November
3210.0,UP,Lalitpur,167,Maize,Kharif,1st week of June Last week of July,Last week of August1st Week of October
3211.0,UP,Lalitpur,167,Jowar,Kharif,Last week of June 1st week of July,1st week of October 2nd Week of October
3212.0,UP,Lalitpur,167,Bajra,Kharif,1st week of July Last week of July,Last week of September1st Week of October
3213.0,UP,Lalitpur,167,Urd,Kharif,2nd week of July Last week of August,2nd week of SeptemberLast Week of September
3214.0,UP,Lalitpur,167,Mung,Kharif,2nd week of July Last week of August,2nd week of SeptemberLast Week of September
3215.0,UP,Lalitpur,167,Arhar,Kharif,1st week of June July,1st week of November2nd Week of December
3216.0,UP,Lalitpur,167,Groundnut,Kharif,Last week of June 1st week of July,Last week of November1st week of December
3217.0,UP,Lalitpur,167,Soybean,Kharif,2nd week of June 1st week of July,1st week of November2nd week of November
3218.0,UP,Lalitpur,167,Til,Kharif,2nd week of June Last week of June,2nd week of SeptemberLast Week of September
3219.0,UP,Lalitpur,167,Other crop-specify,Kharif,- -,--
3220.0,UP,Lalitpur,167,Wheat,Rabi,2nd week of October 2nd week of November,2nd week of March1st week of April
3221.0,UP,Lalitpur,167,Barley,Rabi,2nd week of October 2nd week of November,2nd week of March1st week of April
3222.0,UP,Lalitpur,167,Rabi Maize,Rabi,- -,--
3223.0,UP,Lalitpur,167,Rape seed & Mustard,Rabi,2nd week of October 2nd week of November,2nd week of March1st week of April
3224.0,UP,Lalitpur,167,Toria,Rabi,2nd week of October 2nd week of November,2nd week of March1st week of April
3225.0,UP,Lalitpur,167,Linseed,Rabi,1st week of October Last week of October,Last week of February1st fortnight of March
3226.0,UP,Lalitpur,167,Lentil,Rabi,1st week of October Last week of October,Last week of February1st fortnight of March
3227.0,UP,Lalitpur,167,Field Pea,Rabi,1st week of October Last week of October,Last week of February1st fortnight of March
3228.0,UP,Lalitpur,167,Gram,Rabi,1st week of October Last week of October,Last week of February1st fortnight of March
3229.0,UP,Lalitpur,167,Rajmash,Rabi,- -,--
3230.0,UP,Lalitpur,167,Other crop-specify,Rabi,- -,--
3231.0,UP,Lalitpur,167,Maize,Summer/ Zaid,- -,--
3232.0,UP,Lalitpur,167,Bajra,Summer/ Zaid,1st week of March 2nd week of March,1st week of May week of February2nd week of May
3233.0,UP,Lalitpur,167,Mung,Summer/ Zaid,1st week of March 2nd week of March,1st week of May week of February2nd week of May
3234.0,UP,Lalitpur,167,Urd,Summer/ Zaid,1st week of March 2nd week of March,1st week of May week of February2nd week of May
3235.0,UP,Lalitpur,167,Sunflower,Summer/ Zaid,- -,--
3236.0,UP,Lalitpur,167,Cotton,Summer/ Zaid,- -,--
3237.0,UP,Lalitpur,167,Zaid Paddy,Summer/ Zaid,- -,--
3238.0,UP,Lalitpur,167,Chena Sawan,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3239.0,UP,Lalitpur,167,Groundnut,Summer/ Zaid,- -,--
3240.0,UP,Lalitpur,167,Other crop-specify,Summer/ Zaid,- -,--
3241.0,UP,Lucknow,157,Paddy,Kharif,"3rd week of June Mid July; last week of July(late
variety)",NovemberDecember
3242.0,UP,Lucknow,157,Maize,Kharif,Mid May Last week of June,SeptemberDecember
3243.0,UP,Lucknow,157,Jowar,Kharif,Last week of June Mid July,SeptemberDecember
3244.0,UP,Lucknow,157,Bajra,Kharif,Mid July Mid August,SeptemberDecember
3245.0,UP,Lucknow,157,Urd,Kharif,last July Mid August,NovemberDecember
3246.0,UP,Lucknow,157,Mung,Kharif,last July Mid August,NovemberDecember
3247.0,UP,Lucknow,157,Arhar,Kharif,1st week of July 4th week of July,MarchApril
3248.0,UP,Lucknow,157,Groundnut,Kharif,1st week of June 3rd week of August,SeptemberDecember
3249.0,UP,Lucknow,157,Soybean,Kharif,2nd week of June 2nd week of July,OctoberNovember
3250.0,UP,Lucknow,157,Til,Kharif,2nd week of July 1st week of August,OctoberNovember
3251.0,UP,Lucknow,157,Other crop-specify,Kharif,00/01/1900 00/01/1900,0001190000011900
3252.0,UP,Lucknow,157,Wheat,Rabi,October December,JanuaryMarch
3253.0,UP,Lucknow,157,Barley,Rabi,Mid October December,JanuaryMarch
3254.0,UP,Lucknow,157,Rabi Maize,Rabi,Mid October Mid November,MarchApril
3255.0,UP,Lucknow,157,Rape seed & Mustard,Rabi,Mid September Mid October,January February
3256.0,UP,Lucknow,157,Toria,Rabi,1st week of September Last week of September,DecemberDecember
3257.0,UP,Lucknow,157,Linseed,Rabi,Last week of October 1st week of November,FebruaryMarch
3258.0,UP,Lucknow,157,Lentil,Rabi,Mid October 1st week of December,FebruaryMarch
3259.0,UP,Lucknow,157,Field Pea,Rabi,Mid October Mid November,FebruaryMarch
3260.0,UP,Lucknow,157,Gram,Rabi,Mid October Mid November,FebruaryMarch
3261.0,UP,Lucknow,157,Rajmash,Rabi,3rd week of October 1st week of November,FebruaryMarch
3262.0,UP,Lucknow,157,Other crop-specify,Rabi,00/01/1900 00/01/1900,0001190000011900
3263.0,UP,Lucknow,157,Maize,Summer/ Zaid,May August,SeptemberDecember
3264.0,UP,Lucknow,157,Bajra,Summer/ Zaid,June August,SeptemberNovember
3265.0,UP,Lucknow,157,Mung,Summer/ Zaid,Mid February Mid March,MayJune
3266.0,UP,Lucknow,157,Urd,Summer/ Zaid,Mid February Mid March,MayJune
3267.0,UP,Lucknow,157,Sunflower,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3268.0,UP,Lucknow,157,Cotton,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3269.0,UP,Lucknow,157,Zaid Paddy,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3270.0,UP,Lucknow,157,Chena Sawan,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3271.0,UP,Lucknow,157,Groundnut,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3272.0,UP,Lucknow,157,Other crop-specify,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3273.0,UP,Mathura,145,Paddy,Kharif,May Last July,OctoberNovember
3274.0,UP,Mathura,145,Maize,Kharif,- -,--
3275.0,UP,Mathura,145,Jowar,Kharif,June Last July Last,125-140 days after sowing125-140 days after sowing
3276.0,UP,Mathura,145,Bajra,Kharif,July July,Sep. LastOctober
3277.0,UP,Mathura,145,Urd,Kharif,July July,Sep. LastOctober
3278.0,UP,Mathura,145,Mung,Kharif,July July,Sep.Sep.
3279.0,UP,Mathura,145,Arhar,Kharif,July July,Nov.November
3280.0,UP,Mathura,145,Groundnut,Kharif,- -,--
3281.0,UP,Mathura,145,Soybean,Kharif,- -,--
3282.0,UP,Mathura,145,Til,Kharif,July July,OctoberOctober
3283.0,UP,Mathura,145,Other crop-specify,Kharif,00/01/1900 00/01/1900,0001190000011900
3284.0,UP,Mathura,145,Wheat,Rabi,November Mid Dec.,AprilApril
3285.0,UP,Mathura,145,Barley,Rabi,November Mid Dec.,AprilApril
3286.0,UP,Mathura,145,Rabi Maize,Rabi,- -,--
3287.0,UP,Mathura,145,Rape seed & Mustard,Rabi,Sep Last Mid Oct.,Mis MarchMarch Last
3288.0,UP,Mathura,145,Toria,Rabi,1st week of Sep 2nd week of Sep,November LastNov. Last
3289.0,UP,Mathura,145,Linseed,Rabi,- -,--
3290.0,UP,Mathura,145,Lentil,Rabi,November Mid Dec.,AprilApril
3291.0,UP,Mathura,145,Field Pea,Rabi,October November,March LastApril
3292.0,UP,Mathura,145,Gram,Rabi,October November,March lastApril
3293.0,UP,Mathura,145,Rajmash,Rabi,- -,--
3294.0,UP,Mathura,145,Other crop-specify,Rabi,- 00/01/1900,0001190000011900
3295.0,UP,Mathura,145,Potato,Rabi,October October,Feb. lastMarch
3296.0,UP,Mathura,145,Maize,Summer/ Zaid,- -,-Mid July
3297.0,UP,Mathura,145,Bajra,Summer/ Zaid,March April,JuneJune
3298.0,UP,Mathura,145,Mung,Summer/ Zaid,March April,JuneJune
3299.0,UP,Mathura,145,Urd,Summer/ Zaid,March 1st week of April,June-
3300.0,UP,Mathura,145,Sunflower,Summer/ Zaid,- -,--
3301.0,UP,Mathura,145,Cotton,Summer/ Zaid,April May,OctoberNov. Last
3302.0,UP,Mathura,145,Zaid Paddy,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3303.0,UP,Mathura,145,Chena Sawan,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3304.0,UP,Mathura,145,Groundnut,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3305.0,UP,Mathura,145,Other crop-specify,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
3306.0,UP,Meerut,138,Paddy (Nursery sowing),Kharif,15/06/2018 06302018,15 Oct.30 Oct.
3307.0,UP,Meerut,138,Maize,Kharif,15/06/2018 07152018,15 Sept.30 Sept.
3308.0,UP,Meerut,138,Jowar,Kharif,15/06/2018 07152018,15 Sept.30 Sept.
3309.0,UP,Meerut,138,Bajra,Kharif,25/06/2018 07302018,Sept.Oct.
3310.0,UP,Meerut,138,Urd,Kharif,July July,20 Sept.30 Sept.
3311.0,UP,Meerut,138,Mung,Kharif,July July,20 Sept.30 Sept.
3312.0,UP,Meerut,138,Arhar,Kharif,15/06/2018 06302018,21 Oct.31 Oct.
3313.0,UP,Meerut,138,Groundnut,Kharif,00/01/1900 00/01/1900,0001190000011900
3314.0,UP,Meerut,138,Soybean,Kharif,00/01/1900 00/01/1900,0001190000011900
